Course Code,Course Name,Default Category,Proposed Specific Category,File Count,Total Size (MB),Degree Programs,Academic Years,Sample Document Titles
H0A21A,Two-Phase Flow: Theory and Applications,Samenvattingen,Overig / Other,15,160.41,"Ma - Energy, Ma - Mechanical Engineering","2010 - 2011, 2017 - 2018, 2018 - 2019, 2020 - 2021, 2023 - 2024","Crowe, Clayton T Multiphase Flows With Droplets And Particles, Second Edition (2011, Crc Press); Multiphase Flow Handbook Clayton T Crowe; Course Text Part1"
H0A21A,Two-Phase Flow: Theory and Applications,Samenvattingen,Slides / Lesmateriaal,7,101.33,Ma - Energy,"2017 - 2018, 2018 - 2019",0 Practical Course Info Tff; 1 2 Intro 2pf Complete; 3 Gas Liquid And Gas Solid Transport 2pf
H0E62A,Advanced Subtractive Manufacturing,Samenvattingen,Samenvattingen,1,15.86,Ma - Mechanical Engineering,2023 - 2024,Samenvatting Advancedsubtractivemanufacturing (lukasvandenbroeck)
H0E62A,Advanced Subtractive Manufacturing,Samenvattingen,Overig / Other,1,12.94,Ma - Mechanical Engineering,2025 - 2026,Sv Asm Benji
H0E68B,Production and Quality Assurance Processes in the Aerospace Industry,Samenvattingen,Overig / Other,2,0.8,Ma - Mechanical Engineering,2024 - 2025,Learning Curve (2); Learning Curve Exam
H0E68B,Production and Quality Assurance Processes in the Aerospace Industry,Samenvattingen,Samenvattingen,1,28.88,Ma - Mechanical Engineering,2024 - 2025,Summary Qap Noah Steinier
H0E70A,Vehicle Propulsion,Examens,Examens,7,12.28,Ma - Mechanical Engineering,2020 - 2021,Exam 20190607(1); Exam 20190618(1); Exam 20190827(1)
H0E76A,Model Predictive Control,Examens,Examens,1,3.22,Ma - Mathematical Engineering,2021 - 2022,Example Exam With Solutions
H0E89A,Mobile Networks,Oefenzittingen,Oefenzittingen,1,1.97,Ma - Electrical Engineering,2017 - 2018,Mp Oefenzitting4 Oef1
H0E89A,Mobile Networks,Samenvattingen,Overig / Other,27,26.09,Ma - Electrical Engineering,"2003 - 2004, 2014 - 2015, 2017 - 2018",Goldsmith A Wireless Communications (2004); 15 Januari 2015; 20140117 Examen
H0E89A,Mobile Networks,Samenvattingen,Slides / Lesmateriaal,1,15.47,Ma - Electrical Engineering,2019 - 2020,H05s2a 2019 2g 3g 4g Slides Met Notities
H0E92A,Design and Implementation of Analog Circuits,Examens,Examens,11,7.12,Ma - Electrical Engineering,"2017 - 2018, 2019 - 2020",Exam Diac 17 01 2020; Old Example Exam Questions; Photos 3 Dropbox Com (1)
H0E92A,Design and Implementation of Analog Circuits,Oefenzittingen,Oefenzittingen,6,21.39,Ma - Electrical Engineering,"2019 - 2020, 2023 - 2024",Design Exercise Pag 139 (bart Coomans); Design Exercise Pag 329 (bart Coomans); Design Exercise Pag 346 (bart Coomans)
H0E92A,Design and Implementation of Analog Circuits,Samenvattingen,Overig / Other,20,48.81,Ma - Electrical Engineering,"2001 - 2002, 2003 - 2004, 2017 - 2018, 2019 - 2020, 2024 - 2025",00535553; 00597284; 00992989
H0E95A,Chemical Engineering for Human Health,Examens,Examens,4,14.95,Ma - Chemical Engineering,"2019 - 2020, 2020 - 2021, 2022 - 2023",Exam Questions Human Health (eline Coenaerts & Eline Anthonissen); Exam Questions Human Health (kato Kenis); Exam Questions Human Health Blank
H0E95A,Chemical Engineering for Human Health,Samenvattingen,Samenvattingen,5,33.38,"Ma - Biomedical Engineering, Ma - Chemical Engineering","2019 - 2020, 2020 - 2021, 2022 - 2023, 2024 - 2025",Summary Human Health (eline Coenaerts & Eline Anthonissen); Summary Human Health (kato Kenis); Summary Human Health (marie Gladines)
H0E98A,Principles of Machine Learning,Examens,Examens,9,15.38,Ma - Computer Science,"2019 - 2020, 2021 - 2022, 2022 - 2023",2024 January Exam Solution Poml; August 2020; Examjan20 Wouterlegiest
H0E98A,Principles of Machine Learning,Oefenzittingen,Oefenzittingen,16,3.23,Ma - Computer Science,2019 - 2020,Session1; Session1 Solution; Session2
H0E98A,Principles of Machine Learning,Samenvattingen,Overig / Other,1,0.05,Ma - Computer Science,2019 - 2020,Poml Abbreviations Md
H0E98A,Principles of Machine Learning,Samenvattingen,Samenvattingen,4,40.75,Ma - Computer Science,"2019 - 2020, 2023 - 2024",Principles Of Machine Learning Studenten Summary; Samenvatting Ml Yannou Ravout 2020; Formularium Blockeel Davis
H0E98A,Principles of Machine Learning,Samenvattingen,Slides / Lesmateriaal,21,65.5,Ma - Computer Science,2019 - 2020,Lecture B1 Overview And Intro; Lecture B2 Decision Trees; Lecture B3 Rules And Ilp
H0G03A,Electronic Transport in Solids and Nanostructures,Examens,Examens,1,1.63,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Electronic Transport Summary Based On Potential Exam Questions (1)
H0H00A,Thermal Systems,Examens,Examens,15,3.31,Ma - Energy,"2011 - 2012, 2013 - 2014, 2014 - 2015, 2015 - 2016, 2018 - 2019",13460825 10209902514059938 1374990449 O; 13467278 10209902514379946 687724871 O; 13467674 10209902514219942 139840969 O
H0H00A,Thermal Systems,Oefenzittingen,Oefenzittingen,12,3.02,"Ma - Energy, Ma - Mechanical Engineering","2010 - 2011, 2014 - 2015",Oefening Thermische Systemen 1 Vraag 1; Oefening Thermische Systemen 2 Vraag2; Oefening Thermische Systemen 3 Vraag2
H0H00A,Thermal Systems,Oefenzittingen,Verslagen & Projecten,2,1.83,"Ma - Energy, Ma - Mechanical Engineering",2019 - 2020,Report Chp Lab Clan; Report Chp Lab Clan
H0H00A,Thermal Systems,Samenvattingen,Overig / Other,30,394.38,"Ma - Energy, Ma - Mechanical Engineering","2010 - 2011, 2015 - 2016, 2016 - 2017, 2017 - 2018",Ts Refrigerators Md; Ts Refrigerators Text Nl (prof Helsen); Ts Refrigerators Text Nl (student)
H0H00A,Thermal Systems,Samenvattingen,Samenvattingen,11,116.38,"Ma - Energy, Ma - Mechanical Engineering","2011 - 2012, 2013 - 2014, 2015 - 2016, 2017 - 2018",Ts Refrigerators Notes (prof Helsen); Ts Refrigerators Notes; Nl Cursus Thermal Systems
H0H06A,Sterkteleer 2,Examens,Examens,39,128.3,"Ba - Architectuur, Ba - Bouwkunde","2013 - 2014, 2017 - 2018, 2018 - 2019, 2019 - 2020, 2022 - 2023",Sl3 2014 Aug Oplossing; Sl3 2014 Aug; Sl3 201501 Oplossing
H0H06A,Sterkteleer 2,Oefenzittingen,Oefenzittingen,34,332.76,"Ba - Architectuur, Ba - Bouwkunde","2017 - 2018, 2018 - 2019, 2019 - 2020, 2020 - 2021, 2022 - 2023",Theorievragen; Theorievragensl2 Charlottegoes Cathominnen Nielpittoors Jarisijbers; Oefenzitting10
H0H06A,Sterkteleer 2,Samenvattingen,Overig / Other,12,157.86,"Ba - Architectuur, Ba - Bouwkunde","2009 - 2010, 2017 - 2018, 2018 - 2019",Opgeloste Oef Michiel; 20120330153245; 20120330153441
H0H06A,Sterkteleer 2,Samenvattingen,Samenvattingen,15,34.07,Ba - Bouwkunde,"2017 - 2018, 2020 - 2021",Notities Eerste Deel (emma Stalmans); Nota's Bouwmech + Oef; Nota's Sterkteleer
H0H08A,Anatomie,Examens,Examens,6,1.94,Ba - Biomedische technologie,"2019 - 2020, 2020 - 2021, 2025 - 2026",Aanduiden Botten; Aanduiden Spieren; Belangrijke Gewrichten (veronique Lenaerts)
H0H08A,Anatomie,Samenvattingen,Overig / Other,10,93.04,"Ba - Biomedische technologie, Ma - Biomedical Engineering","2017 - 2018, 2020 - 2021, 2025 - 2026","2011les2bir2b; Color Atlas Of Human Anatomy, Volume I Locomotor System (platzer, 3th Ed); Les 6 Bovenste Ledematen"
H0H08A,Anatomie,Samenvattingen,Samenvattingen,4,91.44,Ba - Biomedische technologie,"2019 - 2020, 2021 - 2022",Cursus Samenvatting (nic Vermeeren); Flashcards (annelien Eyskens); Samenvatting Functionele Anatomie Van Het Menselijke Lichaam (tiziana Dozin)
H0H08A,Anatomie,Samenvattingen,Slides / Lesmateriaal,1,52.11,Ba - Biomedische technologie,2021 - 2022,Flashcards Functionele Anatomie (kathy Rebeck)
H0H10A,Cellulaire biofysica,Examens,Examens,9,8.42,Ba - Biomedische technologie,"2010 - 2011, 2011 - 2012, 2012 - 2013, 2017 - 2018, 2019 - 2020",Biofysica Examen Juni 2020; 2011 Janv Enoncé; 2011 Sept Enoncé
H0H10A,Cellulaire biofysica,Oefenzittingen,Oefenzittingen,15,58.5,Ba - Biomedische technologie,"2019 - 2020, 2023 - 2024",Cellulaire Biofysica Oefenzitting 1 Victordaniels; Cellulaire Biofysica Oefenzitting 2 Victordaniels; Cellulaire Biofysica Oefenzitting 3 Victordaniels
H0H10A,Cellulaire biofysica,Samenvattingen,Samenvattingen,2,10.38,Ba - Biomedische technologie,"2019 - 2020, 2023 - 2024",Samenvatting Theorie Biofysica (sander Crols); Cbf Theorie Karolienpoppeliers
H0H12B,Weefselmechanica,Examens,Examens,3,0.97,Ba - Biomedische technologie,"2019 - 2020, 2022 - 2023",Examen Weefselmechanica 22 06 2023; Examenvragen Juni 2020; Examenvragen Weefselmechanica 2020
H0H12B,Weefselmechanica,Samenvattingen,Samenvattingen,5,17.63,Ba - Biomedische technologie,2019 - 2020,Samenvatting Botmechanica (veronique Lenaerts); Samenvatting Kraakbeenmechanica (veronique Lenaerts); Samenvatting Soft Tissue Mechanics (veronique Lenaerts)
H0H51A,Elasticiteits- en plasticiteitsleer,Examens,Examens,9,108.92,Ba - Bouwkunde,"2010 - 2011, 2017 - 2018, 2018 - 2019, 2024 - 2025, 2025 - 2026",E P Examen 9 Januari 2025; Examen E&p Juni 2011; Examen E&p 2019
H0H51A,Elasticiteits- en plasticiteitsleer,Oefenzittingen,Oefenzittingen,28,213.12,Ba - Bouwkunde,"2017 - 2018, 2023 - 2024, 2024 - 2025, 2025 - 2026",Oefeningenbundel; Elasticiteit En Plasticiteitsleer Oefeningen Deel 1; Elasticiteit En Plasticiteitsleer Oefeningen Deel 2
H0H51A,Elasticiteits- en plasticiteitsleer,Samenvattingen,Samenvattingen,13,30.1,Ba - Bouwkunde,"2021 - 2022, 2024 - 2025",Sv Elasticiteits En Plasiciteitsleer Pv; Samenvatting Hoofdstuk 1; Samenvatting Hoofdstuk 10
H0H53A,Technologie van bouwmaterialen,Examens,Examens,2,0.07,Ba - Bouwkunde,"2022 - 2023, 2024 - 2025",Examenvragen Technologie Van Bouwmaterialen Lily Vreven; Opgeloste Examenvragen Lotte Hendrix
H0H53A,Technologie van bouwmaterialen,Samenvattingen,Samenvattingen,14,71.67,"Ba - Architectuur, Ba - Bouwkunde","2021 - 2022, 2025 - 2026",Samenvatting Technologie Van Bouwmaterialen 2025 2026 Yoana; Hoofdstuk 1 Samenvatting; Hoofdstuk 2 Samenvatting
H0H53A,Technologie van bouwmaterialen,Samenvattingen,Overig / Other,1,0.27,Ba - Bouwkunde,2024 - 2025,Hulpmiddel Eerste Examenvraag
H0H55A,P&O Bouwkunde,Oefenzittingen,Verslagen & Projecten,46,60.75,Ba - Bouwkunde,"2011 - 2012, 2017 - 2018, 2018 - 2019",Belastingen; Belastingen2; Eurocodes
H0H61A,Statistische methoden voor biomedische,Examens,Examens,3,5.07,Ba - Biomedische technologie,"2021 - 2022, 2022 - 2023, 2023 - 2024",Examen 9 Juni 2023 Pedro Devogelaere; Practiceexam Pedro Devogelaere; Practiceexam
H0H61A,Statistische methoden voor biomedische,Oefenzittingen,Oefenzittingen,16,32.19,Ba - Biomedische technologie,"2021 - 2022, 2022 - 2023, 2023 - 2024",Ex 1 Pedro Devogelaere; Ex 2 Pedro Devogelaere; Ex 4 Pedro Devogelaere
H0H61A,Statistische methoden voor biomedische,Samenvattingen,Samenvattingen,2,1.69,Ba - Biomedische technologie,2023 - 2024,Samenvatting Statistische Testen Pedro Devogelaere; Samenvatting Parametrisch Vs Non Parametrische Testen Aryu Kapuriya
H0H61A,Statistische methoden voor biomedische,Samenvattingen,Slides / Lesmateriaal,8,32.62,Ba - Biomedische technologie,2020 - 2021,H0h61a Module1; H0h61a Module2a; H0h61a Module2b
H0M69B,Applied Algebra and Differential Equations,Examens,Examens,1,0.11,Schakel - Algemeen,2020 - 2021,Examen 2021
H0M69B,Applied Algebra and Differential Equations,Oefenzittingen,Oefenzittingen,3,23.66,Schakel - Algemeen,2023 - 2024,Differentiaalvergelijkingen Oefeningen Deel 1; Differentiaalvergelijkingen Oefeningen Deel 2; Lineaire Algebra Oefeningen
H0M69B,Applied Algebra and Differential Equations,Samenvattingen,Overig / Other,1,0.14,Schakel - Algemeen,2020 - 2021,La Dv Exam
H0M70A,Mechanics,Examens,Examens,34,60.58,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Ba - Bouwkunde, Schakel - Algemeen","1995 - 1996, 1996 - 1997, 1997 - 1998, 2000 - 2001, 2002 - 2003",Examen 2010; Examen Jan 2010 Modeloplossing; Examen Mechanica1
H0M70A,Mechanics,Oefenzittingen,Oefenzittingen,113,413.56,"Ba - Algemene gemeenschappelijke basis, Ba - Architectuur, Ba - Bouwkunde, Ma - Biomedical Engineering, Ma - Materials Engineering, Schakel - Algemeen","2001 - 2002, 2002 - 2003, 2003 - 2004, 2004 - 2005, 2005 - 2006",Oplossing Examenvraag 1 (1); Oplossing Examenvraag 1; Ex090123oplossing 1
H0M70A,Mechanics,Samenvattingen,Overig / Other,19,5.65,"Ba - Architectuur, Ba - Bouwkunde, Ma - Biomedical Engineering",2017 - 2018,Photos 1 Dropbox Com (1); Photos 1 Dropbox Com; Thumbs (1)
H0M70A,Mechanics,Samenvattingen,Samenvattingen,15,128.24,"Ba - Algemene gemeenschappelijke basis, Ba - Bouwkunde, Ma - Biomedical Engineering, Schakel - Algemeen","2010 - 2011, 2017 - 2018, 2019 - 2020, 2020 - 2021, 2021 - 2022",Samenvatting Musculo Sarah Muys; Samenvatting Rots Deel 1 Oscar Neyrinck 2020; Samenvatting Rots Deel 2 Oscar Neyrinck 2020
H0M72A,"Electricity, Magnetism and Waves",Examens,Examens,5,0.45,Schakel - Algemeen,"2018 - 2019, 2020 - 2021, 2024 - 2025",Emg Examen 2021; Examen Emg 28 08 2025; Examenvragen 2019
H0M72A,"Electricity, Magnetism and Waves",Oefenzittingen,Oefenzittingen,68,34.42,Schakel - Algemeen,2018 - 2019,Antwoorden Studenten Op Vragen Vectoren Magnetisme Golven Kristallografie2007; Disclaimervragenvooraanboek; Vragenvooraanboek Gecomprimeerd
H0M72A,"Electricity, Magnetism and Waves",Oefenzittingen,Verslagen & Projecten,6,15.04,Schakel - Algemeen,2018 - 2019,Beste Verslagen Dielectrica A; Beste Verslagen Dielectrica B; Beste Verslagen Geleiding
H0M72A,"Electricity, Magnetism and Waves",Samenvattingen,Slides / Lesmateriaal,1,1.94,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Magnetism Lecture Notes Senne Vervoort
H0M72A,"Electricity, Magnetism and Waves",Samenvattingen,Overig / Other,2,0.23,Schakel - Algemeen,2021 - 2022,Listofsymbols; Listofsymbols
H0M80A,Numerical Simulation of Differential Equations,Examens,Examens,2,0.26,Ma - Mathematical Engineering,"2021 - 2022, 2023 - 2024",Exam 26 01 2024 Nsde Reconstruction; Theoretical Exam Questions (veronique Lenaerts 2021 2022)
H0M80A,Numerical Simulation of Differential Equations,Oefenzittingen,Oefenzittingen,8,8.15,Ma - Mathematical Engineering,"2021 - 2022, 2023 - 2024",Exercises Time Integration (veronique Lenaerts 2021 2022); Ex 2 1 Solution (1); Ex 2 2 Solution
H0M80A,Numerical Simulation of Differential Equations,Oefenzittingen,Labo & Code,1,0.0,Ma - Mathematical Engineering,2023 - 2024,Three Body
H0M80A,Numerical Simulation of Differential Equations,Samenvattingen,Overig / Other,1,16.59,Ma - Mathematical Engineering,2021 - 2022,Overview (veronique Lenaerts 2021 2022)
H0M80A,Numerical Simulation of Differential Equations,Samenvattingen,Samenvattingen,2,47.07,Ma - Mathematical Engineering,"2018 - 2019, 2025 - 2026",Questions Course Notes (jasper Visterin); Summary Numsim
H0M80A,Numerical Simulation of Differential Equations,Samenvattingen,Slides / Lesmateriaal,9,89.23,Ma - Mathematical Engineering,2021 - 2022,Lecture 1 Basic Methods For Time Integration; Lecture 2 Stiffness And Geometric Integration; Lecture 3 Runge Kutta Methods
H0M82A,Methods and Algorithms for Advanced Process Control,Samenvattingen,Samenvattingen,1,0.31,Ma - Mathematical Engineering,2024 - 2025,Summary Cascd K Segers
H0M86B,Scientific Software,Examens,Examens,2,1.01,Ma - Mathematical Engineering,"2021 - 2022, 2025 - 2026",Exam Questions [nl] (veronique Lenaerts 2021 2022); Exam 2026 Sc Software
H0M86B,Scientific Software,Samenvattingen,Overig / Other,4,0.17,Ma - Mathematical Engineering,2025 - 2026,Feedback Graded Exercice Sessions; Feedback Hw1; Feedback Hw2
H0N05A,Modelling of Complex Systems,Examens,Examens,23,18.72,Ma - Computer Science,"2011 - 2012, 2012 - 2013, 2013 - 2014, 2014 - 2015, 2015 - 2016",Examenvragenmcslararoosens; Mcs Theory Exam Questions Per Chapter (danaë Van De Velde); 13 6 2022
H0N05A,Modelling of Complex Systems,Oefenzittingen,Oefenzittingen,160,238.39,Ma - Computer Science,"2017 - 2018, 2019 - 2020, 2022 - 2023",Obtainingidp; Homeworks20172018; Obtain Idp
H0N05A,Modelling of Complex Systems,Oefenzittingen,Verslagen & Projecten,9,5.79,Ma - Computer Science,"2017 - 2018, 2019 - 2020, 2022 - 2023",Project Idp 2017 2018; Assignment; Idp
H0N05A,Modelling of Complex Systems,Oefenzittingen,Labo & Code,38,0.08,Ma - Computer Science,"2017 - 2018, 2019 - 2020, 2022 - 2023",Solution Project Idp 2017 2018; Einstein; Shortestpath With Definitions
H0N05A,Modelling of Complex Systems,Samenvattingen,Overig / Other,4,15.64,Ma - Computer Science,"2020 - 2021, 2022 - 2023",Full Example Cdcl Algorithm (danaë Van De Velde); Idp Latex Def; Theory Questions Ch6 (danaë Van De Velde)
H0N05A,Modelling of Complex Systems,Samenvattingen,Samenvattingen,1,2.48,Ma - Computer Science,2017 - 2018,Mcs Course Notes
H0N05A,Modelling of Complex Systems,Samenvattingen,Slides / Lesmateriaal,11,3.97,Ma - Computer Science,2017 - 2018,Chapter 1 Introduction; Chapter 10 Ltl Summary; Chapter 10 Model Checking Algorithms For Ctl And Ltl
H0N08A,Distributed Systems,Examens,Examens,2,0.57,Ma - Computer Science,2017 - 2018,Ds Exam Questions V2; Examenvragen Distri
H0N08A,Distributed Systems,Samenvattingen,Overig / Other,5,13.3,Ma - Computer Science,"2016 - 2017, 2017 - 2018",Distributed Systems; Distributedsystemscourseinfo 2017 2018; Gae Feedback1617
H0N08A,Distributed Systems,Samenvattingen,Samenvattingen,2,5.94,Ma - Computer Science,2017 - 2018,Samenvatting 2014; Samenvatting Dops
H0N08A,Distributed Systems,Samenvattingen,Slides / Lesmateriaal,18,23.59,Ma - Computer Science,2017 - 2018,Distributedsystemsintroduction 2017 2018; Cloud Business Value; Componentmiddlewareintrojee5 Part1and2 2017 2018
H0N17A,Master's Thesis,Samenvattingen,Overig / Other,1,1.47,Ma - Mechanical Engineering,2023 - 2024,Master Thesis Template 2024 2025 (can Be Opened Directly In Overleaf)
H0N40A,Medical Equipment,Examens,Examens,1,15.91,Ma - Biomedical Engineering,2022 - 2023,Examenvragen Annelien Eyskens
H0N40A,Medical Equipment,Oefenzittingen,Oefenzittingen,2,6.64,Ma - Biomedical Engineering,"2021 - 2022, 2022 - 2023",Electric Medical Eq Oefenzittingen; Exercise Session Eme Annelien Eyskens
H0N40A,Medical Equipment,Samenvattingen,Slides / Lesmateriaal,3,2.84,Ma - Biomedical Engineering,"2021 - 2022, 2022 - 2023",Blockdiagram Devices Tiziana Dozin; How To Analyze A Datasheet And Draw A Block Diagram (nic Vermeeren); How To Make A Blockdiagram Tiziana Dozin
H0N40A,Medical Equipment,Samenvattingen,Samenvattingen,3,126.77,Ma - Biomedical Engineering,"2021 - 2022, 2022 - 2023",Samenvatting Electronic Me Annelien Eyskens; Samenvatting Electronic Medical Equipment Joris Guldentops; Samenvatting Medical Me Annelien Eyskens
H0N44A,Numerical Modelling in Biomedical Engineering,Examens,Examens,3,12.12,Ma - Biomedical Engineering,"2021 - 2022, 2022 - 2023",Examen Augustus Numerical Modelling; Examenvragen Numerical Modelling Update; Oplossingen Examen 2022
H0N44A,Numerical Modelling in Biomedical Engineering,Oefenzittingen,Oefenzittingen,4,45.73,Ma - Biomedical Engineering,2022 - 2023,Exercises Chapter 2 Dennis Jouhannet; Exercises Chapter 4 Dennis Jouhannet; Exercises Chapter 5 Dennis Jouhannet
H0N48A,Orthopaedic Implants,Samenvattingen,Samenvattingen,3,4.89,Ma - Biomedical Engineering,"2021 - 2022, 2023 - 2024",Oa Seminar Summary Tiziana Dozin; Summary Orthopaedics Implants Tiziana Dozin; Orthopedic Implants Anki Flashcards (2024 2025)
H0N48A,Orthopaedic Implants,Samenvattingen,Slides / Lesmateriaal,5,5.71,Ma - Biomedical Engineering,2025 - 2026,Lecture 1 Total Hip Replacements; Lecture 2 Articulating Surfaces; Lecture 3 Fraction Fixation Devices
H0N50A,Artificial Organs and Tissue Engineering,Samenvattingen,Overig / Other,2,13.93,Ma - Biomedical Engineering,"2017 - 2018, 2022 - 2023",Artificial Organs Te 22 23 Gladines; Formulas Tissue Engineering
H0N50A,Artificial Organs and Tissue Engineering,Samenvattingen,Samenvattingen,7,6.24,Ma - Biomedical Engineering,"2023 - 2024, 2025 - 2026",Artificial Organs Anki Flashcards (2024 2025); Introduction; Bioreactor And Bio Fabrication Processes For Skeletal Atmp Manufacturing
H0N50A,Artificial Organs and Tissue Engineering,Samenvattingen,Slides / Lesmateriaal,8,11.83,Ma - Biomedical Engineering,2025 - 2026,Lecture1 Ecc; Lecture2 Artificial Heart; Lecture3 Vads And Total Artificial Hearts
H0N52A,Project Hydraulic Engineering 1,Samenvattingen,Overig / Other,1,0.0,Ma - Civil Engineering,2021 - 2022,Readme
H0N65B,Inleiding tot gegevensbanken,Examens,Examens,10,8.45,Ba - Computerwetenschappen,2021 - 2022,Reconstructie Examen 26jan2022 Studentenoplossing; Reconstructie Examen 26jan2022; Voorbeeldvragen Meerkeuzevragen 21 22
H0N65B,Inleiding tot gegevensbanken,Oefenzittingen,Oefenzittingen,53,26.61,Ba - Computerwetenschappen,2021 - 2022,Extra Oefeningen Igb; Oefeningen Gegevensbanken (lukasvandenbroeck); Oefenzitting 3
H0N65B,Inleiding tot gegevensbanken,Samenvattingen,Samenvattingen,24,79.88,Ba - Computerwetenschappen,2021 - 2022,"2bbi Databases Chase Algo Tb; 2bbi Databases Decomposition Into Bcnf Tb; Fundamentals Of Database Systems, 6th Edition"
H0N65B,Inleiding tot gegevensbanken,Samenvattingen,Slides / Lesmateriaal,141,287.0,Ba - Computerwetenschappen,2021 - 2022,01 Igb21 Introductie; 02 Igb21 Ontwerp; 03 Igb21 Slide 19 Correctie
H0N65B,Inleiding tot gegevensbanken,TTT's,TTT's,1,0.4,Ba - Computerwetenschappen,2021 - 2022,Proefexamen 2019
H0N71B,Grondmechanica,Examens,Examens,8,98.74,"Ba - Bouwkunde, Ma - Architectuur","2017 - 2018, 2018 - 2019, 2019 - 2020, 2022 - 2023",Examenvragen Soil + Opl Met Figuren; Examenvragen Soil + Opl Met Figuren; Examenvragen Soil Bijgewerkt 2018 2019
H0N71B,Grondmechanica,Oefenzittingen,Oefenzittingen,16,173.12,"Ba - Bouwkunde, Ma - Architectuur","2017 - 2018, 2018 - 2019, 2020 - 2021, 2021 - 2022",Exercise 1; Exercise 2; Exercise 3
H0N71B,Grondmechanica,Samenvattingen,Overig / Other,9,54.35,"Ba - Bouwkunde, Ma - Architectuur","2017 - 2018, 2022 - 2023",Lexique Soilmech; Soilmech 9 Powrie 1997 Retaining Systems; Soilmech Powerpoint 1
H0N71B,Grondmechanica,Samenvattingen,Samenvattingen,2,4.84,Ma - Architectuur,2019 - 2020,Samenvatting Grondmechanica Juni 2020 (1); Samenvatting Grondmechanica Juni 2020
H0N75B,Constructie van gebouwen: prestatie-analyse,Examens,Examens,3,0.1,Ba - Architectuur,"2017 - 2018, 2019 - 2020",Cvg Examenvragen Oplossing; Examenvragen Constructie Van Gebouwen; Examenvragen
H0N75B,Constructie van gebouwen: prestatie-analyse,Oefenzittingen,Oefenzittingen,1,1.04,Ba - Architectuur,2017 - 2018,Oefeningen Constructie Van Gebouwen Fvv
H0N75B,Constructie van gebouwen: prestatie-analyse,Oefenzittingen,Labo & Code,55,4.99,Ba - Architectuur,2017 - 2018,Balkons Bovenaansluiting Raam Onderaansluiting Raam; Balkons Onderaansluiting Raam Spouwmuur; Balkons Spouwmuur Bovenaansluiting Raam
H0N75B,Constructie van gebouwen: prestatie-analyse,Samenvattingen,Overig / Other,5,13.21,Ba - Architectuur,2017 - 2018,Scan0003; Scan0004; Scan0005
H0N75B,Constructie van gebouwen: prestatie-analyse,Samenvattingen,Samenvattingen,2,3.58,Ba - Architectuur,2016 - 2017,Bouwmaterialen Samenvatting 2016 2017; Gebouwelementen Samenvatting 2016 2017
H0N76A,Project gebouwentechniek 1,Examens,Examens,3,0.29,Ma - Civil Engineering,"2012 - 2013, 2017 - 2018, 2018 - 2019",Examenvragen 14 Januari 2013; Uitwerking Examen 2018 (door Prof); Examenvragen 24 Juni 2019
H0N76A,Project gebouwentechniek 1,Oefenzittingen,Oefenzittingen,1,1.58,Ma - Civil Engineering,2018 - 2019,Oefeningenbundel
H0N76A,Project gebouwentechniek 1,Oefenzittingen,Verslagen & Projecten,15,36.37,Ma - Civil Engineering,"2017 - 2018, 2018 - 2019",Clean Room Ontwerp Van Een Hvac Installatie Arthur Rohaert Gilles Vanspeybrouck Jente Willems; Clean Room Ontwerp Van Een Hvac Installatie Berekeningen Arthur Rohaert Gilles Vanspeybrouck Jente Willems; Cleanroom Dynamica Arthur Rohaert Gillesvanspeybrouck Jentewillems
H0N76A,Project gebouwentechniek 1,Samenvattingen,Overig / Other,15,31.8,Ma - Civil Engineering,"2017 - 2018, 2018 - 2019",O&n 5 Werfopvolging Helena Goffin Arthur Rohaert Ruben Vanderperren; Eindrapport Adviesingenieur (gemeenschapscentrum); Eindrapport Adviesingenieur (maakeconomie)
H0N82A,Religions,Examens,Examens,1,0.77,Ma - Architectuur,2020 - 2021,Religie Examenvragen Vtk
H0N82A,Religions,Samenvattingen,Samenvattingen,2,0.46,Ma - Architectuur,"2019 - 2020, 2020 - 2021",Religie Samenvatting; Samenvatting Religie Juni 2020
H0N89A,Materials and Technology for Quantum Systems,Samenvattingen,Samenvattingen,1,38.66,"Ma - Nanoscience, -technology and -engineering",2022 - 2023,Quantum Materials Summary Senne Vervoort 2022
H0O00A,Global Sustainability Challenges,Samenvattingen,Samenvattingen,12,6.8,Ma - Algemeen vormende onderdelen,2023 - 2024,Summary Lesson 1; Summary Lesson 10; Summary Lesson 11
H0O79A,Dimensional Metrology,Examens,Examens,1,1.5,Ma - Mechanical Engineering,2023 - 2024,Examenvragen Dimensional Metrology
H0O82A,Precision Engineering,Samenvattingen,Samenvattingen,1,0.73,Ma - Mechanical Engineering,2025 - 2026,"Pe Course Summary (benji, 2025 2026)"
H0O82A,Precision Engineering,Samenvattingen,Overig / Other,7,42.02,Ma - Mechanical Engineering,"2017 - 2018, 2025 - 2026","Principles Quickreader (benji, 2025 2026); Optica Deel1; Optica Deel2"
H0P08A,Optimization Problems in Energy Systems,Samenvattingen,Samenvattingen,1,8.21,Ma - Energy,2021 - 2022,Opes Summary Lucas Bex
H0P65A,Adhesion Science and Engineering,Examens,Examens,1,2.31,Ma - Materials Engineering,2025 - 2026,Solutions Exam Questions Adhesion Science
